WindSpeed
7.592
6.7374
6.5218
7.2389
4.0083
4.0039
7.0073
7.8057
14.7671
13.2885
10.4291
9.4864
7.3546
5.7528
6.7204
8.4278
8.6582
11.9531
8.3159
8.2
8.2809
8.6832
6.8708
6.0084
9.0388
13.2247
9.6758
9.5194
12.7607
7.8145
12.7218
13.0639
15.4315
11.9761
12.7337
13.6833
11.1879
11.5375
9.1596
8.6321
10.0557
5.8285
9.4046
14.4411
15.0448
14.3825
6.4401
7.1171
8.9248
1.4303
3.5043
8.7463
11.1913
14.4485
11.0535
11.6501
13.586
8.0179
4.7169
3.0802
6.3093
5.9006
7.9412
6.2375
7.6412
2.158
7.592
6.4026
3.0466
9.3379
9.0198
10.9772
10.6861
13.4174
6.4899
3.1372
10.7249
3.5419
8.0634
5.8674
8.8974
11.2871
10.7767
8.4111
11.5647
5.5417
10.9456
10.7562
8.2454
4.2549
2.5051
9.3451
13.0357
12.1174
10.7843
15.1464
16.0022
10.5259
5.9738
2.4754
7.3963
3.7003
1.6264
2.8906
2.6276
9.414
10.233
8.7816
9.8768
8.1776
10.2495
7.5041
7.3528
4.4735
2.8307
6.074
4.7514
2.0565
5.5286
3.0081
2.7032
2.3778
1.6386
1.2978
3.253
5.2452
10.4745
6.417
10.7332
8.8472
9.442
8.4173
8.0446
1.1188
6.7455
11.2782
8.1362
6.7039
7.7634
0.6312
8.259
13.3032
8.9263
10.329
13.4174
6.3614
10.1816
10.6805
7.3155
6.7543
1.9893
9.6681
15.0428
8.5401
14.1268
20.0127
19.6165
13.416
12.2998
4.9655
6.9816
14.5854
14.6242
19.7619
16.4178
19.6433
9.7687
7.9759
6.7523
9.7165
12.4484
11.3181
13.6704
8.1011
11.719
12.4624
12.6728
11.6602
11.3983
13.8338
13.5476
9.7498
4.8288
6.022
3.4403
7.5885
15.218
19.7971
12.331
5.904
4.0526
8.7425
6.5324
9.7278
8.5536
7.9793
8.005
11.0069
7.227
10.4794
7.6008
6.3927
6.2006
6.5257
3.6988
10.4071
13.3419
10.7155
10.2604
9.0354
5.6095
7.3274
11.5136
15.5194
16.1029
11.89
11.3157
10.0234
12.2329
12.4378
13.4399
15.3648
11.5266
11.7469
7.8754
3.297
8.1972
6.4753
8.9352
10.1519
3.1053
9.3581
8.3168
5.3073
2.0028
3.89
4.8594
5.9031
5.9167
11.4076
9.138
9.8508
6.3655
6.4391
10.0485
10.2147
11.8089
8.6079
3.442
4.3358
6.7941
7.7805
9.5705
12.7639
7.0472
6.1247
4.0834
7.1138
7.5724
8.8597
6.612
6.0858
9.5358
15.8699
18.3219
12.4774
13.5926
10.2419
4.9733
7.7667
8.8204
5.2405
3.9671
2.8164
3.5687
12.7327
13.3069
11.5183
8.698
9.489
9.3044
4.5971
4.4283
8.8006
8.1316
15.1568
17.5605
13.5968
10.2432
2.9026
2.6279
5.6583
8.7708
9.013
5.5967
8.7049
10.5076
5.9524
2.5821
2.368
3.4076
0.7205
1.2385
5.636
7.0349
4.1235
5.0283
5.4127
4.0306
4.0233
14.7139
10.6093
14.1827
12.7337
11.5926
11.5542
11.791
6.9972
5.4906
9.2534
6.6559
4.4396
5.1342
7.9925
10.9225
8.1853
8.0758
8.0943
7.2103
3.3144
3.2235
5.2476
5.6255
5.586
6.8224
9.2342
7.8997
11.3032
15.2965
11.3339
16.3604
12.0801
12.6733
12.4713
10.378
9.8117
12.0275
12.063
11.6386
10.2016
11.3244
10.9428
14.7583
6.7364
7.0214
9.4308
13.9932
7.9799
2.8113
8.2467
9.7154
13.2195
15.147
9.5526
7.4531
5.2175
3.4397
1.7079
3.4519
5.383
0.7231
